Origin,Destination,Total_Budget_INR,Duration_Days,Recommended_Transport,Transport_Cost_INR,Travel_Time_Hours,Hotel_Name,Hotel_Price_Per_Night_INR,Hotel_User_Rating,Top_Attractions,Total_Attraction_Ticket_Cost_INR
Bhubaneswar,Mumbai,26879,7,Flight,6390,5,Blue Diamond Lodge,1467,3.8,Botanical Gardens & Zoo | City Palace & Lake Cruise | Local Market & Food Tour | Historic Fort & Museum,1848
Bhubaneswar,Vadodara,10222,4,Train,805,24,FabHotel Oasis,1129,3.9,Local Market & Food Tour | Botanical Gardens & Zoo | Beachfront Promenade | Ancient Temples Complex | Hilltop Viewpoint Trek | City Palace & Lake Cruise,606
Bhubaneswar,Jaipur,7275,3,Train,1466,31,Blue Diamond Lodge,922,4.0,Local Market & Food Tour | Botanical Gardens & Zoo | Historic Fort & Museum | City Palace & Lake Cruise | Hilltop Viewpoint Trek,170
Bhubaneswar,Ahmedabad,7617,5,Train,2203,30,Blue Diamond Lodge,941,3.9,Science Center & Planetarium | Beachfront Promenade | City Palace & Lake Cruise | Ancient Temples Complex,272
Bhubaneswar,Jammu,13797,3,Flight,9768,4,FabHotel Oasis,974,3.9,Science Center & Planetarium | Ancient Temples Complex | Beachfront Promenade | City Palace & Lake Cruise | Botanical Gardens & Zoo | Historic Fort & Museum,1530
Bhubaneswar,Kolkata,67216,7,Flight,5621,2,Ginger Eco Suites,3871,4.2,Beachfront Promenade | Hilltop Viewpoint Trek | Botanical Gardens & Zoo | Science Center & Planetarium | Ancient Temples Complex,1860
Bhubaneswar,Patna,6521,4,Train,2126,29,Blue Diamond Lodge,957,4.0,Hilltop Viewpoint Trek | Historic Fort & Museum | City Palace & Lake Cruise | Beachfront Promenade | Botanical Gardens & Zoo | Science Center & Planetarium,576
Bhubaneswar,Hyderabad,12505,3,Flight,8229,5,Zostel Premium,840,3.7,Beachfront Promenade | Local Market & Food Tour | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Historic Fort & Museum,750
Bhubaneswar,New Delhi,5582,4,Train,1626,30,FabHotel Oasis,685,4.0,Ancient Temples Complex | Science Center & Planetarium | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Historic Fort & Museum | Beachfront Promenade,624
Bhubaneswar,Patna,14277,5,Train,1280,16,Treebo Trend,1317,3.7,Beachfront Promenade | Botanical Gardens & Zoo | Local Market & Food Tour | Hilltop Viewpoint Trek,392
Bhubaneswar,Jammu,26902,4,Flight,9440,4,Sayaji Stay,2254,4.2,Historic Fort & Museum | Science Center & Planetarium | Beachfront Promenade | Botanical Gardens & Zoo | City Palace & Lake Cruise | Art Gallery & Cultural Center,2394
Bhubaneswar,Dehradun,21995,5,Train,2698,18,Ginger Eco Suites,1552,4.2,City Palace & Lake Cruise | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Beachfront Promenade | Local Market & Food Tour,1440
Bhubaneswar,Bengaluru,5931,4,Train,1254,21,Blue Diamond Lodge,906,3.5,Hilltop Viewpoint Trek | Science Center & Planetarium | Historic Fort & Museum | Botanical Gardens & Zoo | Local Market & Food Tour,460
Bhubaneswar,Pune,15302,6,Train,1087,23,Treebo Trend,1145,3.8,Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Local Market & Food Tour | Science Center & Planetarium | City Palace & Lake Cruise | Botanical Gardens & Zoo,414
Bhubaneswar,Hyderabad,11288,3,Flight,6353,3,Blue Diamond Lodge,676,3.9,Hilltop Viewpoint Trek | Science Center & Planetarium | Historic Fort & Museum | City Palace & Lake Cruise | Art Gallery & Cultural Center | Beachfront Promenade,2910
Bhubaneswar,Patna,10605,4,Train,1994,30,FabHotel Oasis,1028,3.9,Beachfront Promenade | Ancient Temples Complex | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Science Center & Planetarium,684
Bhubaneswar,Udaipur,9440,4,Train,2371,17,FabHotel Oasis,872,3.8,Art Gallery & Cultural Center | Ancient Temples Complex | Historic Fort & Museum,318
Bhubaneswar,Visakhapatnam,11235,2,Flight,5405,2,Sayaji Stay,1588,4.1,Hilltop Viewpoint Trek | Science Center & Planetarium | Ancient Temples Complex | Beachfront Promenade,1632
Bhubaneswar,Patna,5064,2,Train,844,31,Treebo Trend,1113,3.5,Historic Fort & Museum | Local Market & Food Tour | Hilltop Viewpoint Trek | Science Center & Planetarium,360
Bhubaneswar,Bengaluru,5410,4,Train,825,22,Blue Diamond Lodge,966,3.9,Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Historic Fort & Museum | Beachfront Promenade,595
Bhubaneswar,Chennai,26364,7,Train,2459,17,Comfort Inn,1852,4.3,City Palace & Lake Cruise | Beachfront Promenade | Art Gallery & Cultural Center | Botanical Gardens & Zoo,692
Bhubaneswar,New Delhi,18924,7,Train,1884,30,Zostel Premium,1120,3.9,Hilltop Viewpoint Trek | Historic Fort & Museum | Science Center & Planetarium | Beachfront Promenade,184
Bhubaneswar,Shimla,26665,6,Flight,8105,4,Comfort Inn,1538,4.2,Art Gallery & Cultural Center | Local Market & Food Tour | City Palace & Lake Cruise | Beachfront Promenade | Ancient Temples Complex | Science Center & Planetarium,2328
Bhubaneswar,Varanasi,22965,5,Flight,8022,3,Zostel Premium,1270,3.9,Science Center & Planetarium | Beachfront Promenade | Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Historic Fort & Museum | City Palace & Lake Cruise,2160
Bhubaneswar,Pune,9320,6,Train,2316,30,FabHotel Oasis,796,4.0,Historic Fort & Museum | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,316
Bhubaneswar,Kochi,12845,3,Flight,8763,6,Zostel Premium,790,3.7,Local Market & Food Tour | Ancient Temples Complex | Science Center & Planetarium,1185
Bhubaneswar,Bengaluru,27587,3,Flight,5679,3,Sayaji Stay,3022,3.9,Botanical Gardens & Zoo | Art Gallery & Cultural Center | City Palace & Lake Cruise | Local Market & Food Tour | Ancient Temples Complex | Hilltop Viewpoint Trek,2952
Bhubaneswar,Lucknow,9003,4,Train,2081,31,Blue Diamond Lodge,849,3.7,Art Gallery & Cultural Center | City Palace & Lake Cruise | Ancient Temples Complex | Botanical Gardens & Zoo | Beachfront Promenade | Historic Fort & Museum,234
Bhubaneswar,Hyderabad,13368,5,Train,2251,30,Zostel Premium,1020,3.8,Local Market & Food Tour | Ancient Temples Complex | Art Gallery & Cultural Center | Historic Fort & Museum | Botanical Gardens & Zoo | Science Center & Planetarium,126
Bhubaneswar,Dehradun,12448,3,Flight,5327,4,FabHotel Oasis,1253,3.8,Ancient Temples Complex | City Palace & Lake Cruise | Art Gallery & Cultural Center | Beachfront Promenade,1956
Bhubaneswar,Bengaluru,10547,4,Train,1600,28,Treebo Trend,1093,3.8,Local Market & Food Tour | Historic Fort & Museum | Ancient Temples Complex | Hilltop Viewpoint Trek,368
Bhubaneswar,Udaipur,36353,10,Flight,9849,3,Blue Diamond Lodge,1108,3.7,Science Center & Planetarium | Beachfront Promenade | Botanical Gardens & Zoo | City Palace & Lake Cruise | Hilltop Viewpoint Trek,1095
Bhubaneswar,Chandigarh,31610,3,Flight,7579,3,Ginger Eco Suites,3887,4.1,Ancient Temples Complex | Historic Fort & Museum | City Palace & Lake Cruise | Local Market & Food Tour,684
Bhubaneswar,Shimla,7371,3,Train,2464,30,Blue Diamond Lodge,927,3.5,Local Market & Food Tour | Historic Fort & Museum | Ancient Temples Complex | Science Center & Planetarium | Beachfront Promenade,170
Bhubaneswar,Amritsar,12143,3,Flight,8964,5,Blue Diamond Lodge,917,3.7,Botanical Gardens & Zoo | Historic Fort & Museum | Art Gallery & Cultural Center | City Palace & Lake Cruise | Hilltop Viewpoint Trek,2405
Bhubaneswar,Amritsar,8003,2,Flight,9054,5,Treebo Trend,920,4.0,Local Market & Food Tour | Science Center & Planetarium | Ancient Temples Complex,738
Bhubaneswar,Coimbatore,10298,6,Train,1297,25,Zostel Premium,684,4.0,Botanical Gardens & Zoo | Ancient Temples Complex | City Palace & Lake Cruise | Hilltop Viewpoint Trek,396
Bhubaneswar,Kochi,6896,4,Train,1669,16,Zostel Premium,992,3.8,Beachfront Promenade | Local Market & Food Tour | City Palace & Lake Cruise,222
Bhubaneswar,Udaipur,16652,6,Train,843,31,Treebo Trend,1163,4.0,Art Gallery & Cultural Center | Science Center & Planetarium | Botanical Gardens & Zoo,201
Bhubaneswar,Chennai,9751,4,Train,1545,24,FabHotel Oasis,1038,3.7,Historic Fort & Museum | City Palace & Lake Cruise | Art Gallery & Cultural Center | Local Market & Food Tour | Science Center & Planetarium | Ancient Temples Complex,402
Bhubaneswar,Udaipur,12878,5,Train,2392,29,FabHotel Oasis,967,4.1,Local Market & Food Tour | Ancient Temples Complex | Botanical Gardens & Zoo | Science Center & Planetarium | City Palace & Lake Cruise,250
Bhubaneswar,Kolkata,3241,2,Train,888,9,Blue Diamond Lodge,655,3.7,Hilltop Viewpoint Trek | Science Center & Planetarium | Ancient Temples Complex | Historic Fort & Museum,380
Bhubaneswar,Lucknow,7648,2,Flight,8717,6,FabHotel Oasis,750,3.9,Beachfront Promenade | Ancient Temples Complex | Historic Fort & Museum | Botanical Gardens & Zoo,1820
Bhubaneswar,Surat,8547,3,Train,1237,29,Treebo Trend,990,3.9,Historic Fort & Museum | Local Market & Food Tour | Botanical Gardens & Zoo | City Palace & Lake Cruise,292
Bhubaneswar,Hyderabad,4759,2,Train,2365,27,Treebo Trend,694,3.9,Historic Fort & Museum | Botanical Gardens & Zoo | City Palace & Lake Cruise,129
Bhubaneswar,Guwahati,21794,4,Train,2731,26,Ginger Eco Suites,2319,3.9,Historic Fort & Museum | Botanical Gardens & Zoo | Local Market & Food Tour | Beachfront Promenade | Hilltop Viewpoint Trek | City Palace & Lake Cruise,2178
Bhubaneswar,Surat,4795,2,Train,1260,20,Treebo Trend,941,3.6,Ancient Temples Complex | Historic Fort & Museum | Science Center & Planetarium,216
Bhubaneswar,Chandigarh,31877,7,Flight,10494,3,Sayaji Stay,1540,4.3,Beachfront Promenade | Science Center & Planetarium | Local Market & Food Tour | Ancient Temples Complex,1216
Bhubaneswar,Ranchi,3425,2,Train,686,8,Zostel Premium,660,3.8,Historic Fort & Museum | Botanical Gardens & Zoo | Ancient Temples Complex | Science Center & Planetarium,356
Bhubaneswar,Bengaluru,41829,7,Flight,6563,6,Comfort Inn,2697,4.0,Science Center & Planetarium | Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Local Market & Food Tour | Art Gallery & Cultural Center,1375
Bhubaneswar,Mumbai,17034,4,Flight,9761,5,Blue Diamond Lodge,820,3.9,City Palace & Lake Cruise | Historic Fort & Museum | Hilltop Viewpoint Trek | Science Center & Planetarium | Ancient Temples Complex | Art Gallery & Cultural Center,2148
Bhubaneswar,Coimbatore,25960,6,Flight,10821,6,FabHotel Oasis,1071,4.0,City Palace & Lake Cruise | Science Center & Planetarium | Ancient Temples Complex,1068
Bhubaneswar,Lucknow,5457,4,Train,2362,24,FabHotel Oasis,660,4.0,Local Market & Food Tour | Historic Fort & Museum | Beachfront Promenade,99
Bhubaneswar,Agra,5511,2,Train,998,19,Treebo Trend,949,3.6,Hilltop Viewpoint Trek | Historic Fort & Museum | Local Market & Food Tour | Botanical Gardens & Zoo,208
Bhubaneswar,Jaipur,12950,5,Train,2067,30,Treebo Trend,1050,3.9,Local Market & Food Tour | Beachfront Promenade | Botanical Gardens & Zoo | Science Center & Planetarium,300
Bhubaneswar,Guwahati,41980,7,Flight,10457,6,Sayaji Stay,2281,3.9,Art Gallery & Cultural Center | Science Center & Planetarium | Hilltop Viewpoint Trek,1017
Bhubaneswar,Ahmedabad,10512,4,Train,1773,24,Blue Diamond Lodge,1058,4.1,Ancient Temples Complex | Local Market & Food Tour | Historic Fort & Museum | Science Center & Planetarium,128
Bhubaneswar,Bhopal,25214,7,Flight,6661,3,FabHotel Oasis,1332,3.7,City Palace & Lake Cruise | Botanical Gardens & Zoo | Art Gallery & Cultural Center,1362
Bhubaneswar,Ahmedabad,6830,3,Train,2279,17,FabHotel Oasis,858,3.9,Botanical Gardens & Zoo | Local Market & Food Tour | Historic Fort & Museum | Art Gallery & Cultural Center,84
Bhubaneswar,Agra,22151,5,Flight,10241,6,Blue Diamond Lodge,1239,3.6,Science Center & Planetarium | Beachfront Promenade | Hilltop Viewpoint Trek | Ancient Temples Complex,1892
Bhubaneswar,Jammu,17698,3,Train,2405,26,Comfort Inn,2294,4.3,Local Market & Food Tour | Ancient Temples Complex | Historic Fort & Museum | Art Gallery & Cultural Center | Science Center & Planetarium,1200
Bhubaneswar,Jaipur,16118,7,Train,1603,30,Zostel Premium,1063,3.6,Art Gallery & Cultural Center | Science Center & Planetarium | Beachfront Promenade | Hilltop Viewpoint Trek,180
Bhubaneswar,Jammu,9230,4,Train,942,30,Zostel Premium,952,4.0,Science Center & Planetarium | Historic Fort & Museum | Ancient Temples Complex | Botanical Gardens & Zoo,360
Bhubaneswar,Amritsar,8193,3,Train,851,24,FabHotel Oasis,1058,3.9,Science Center & Planetarium | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Beachfront Promenade | Art Gallery & Cultural Center | Botanical Gardens & Zoo,618
Bhubaneswar,Madurai,12519,2,Flight,6751,3,FabHotel Oasis,1417,3.8,Local Market & Food Tour | Ancient Temples Complex | Historic Fort & Museum | Botanical Gardens & Zoo,1428
Bhubaneswar,Madurai,14247,6,Train,1719,19,Treebo Trend,873,3.8,Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Historic Fort & Museum | Ancient Temples Complex | Science Center & Planetarium,490
Bhubaneswar,Bhopal,14191,6,Train,2379,23,FabHotel Oasis,962,3.8,Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Local Market & Food Tour | Beachfront Promenade | Art Gallery & Cultural Center,165
Bhubaneswar,Vadodara,5059,3,Train,2428,17,Zostel Premium,937,3.5,Hilltop Viewpoint Trek | Science Center & Planetarium | Botanical Gardens & Zoo | Local Market & Food Tour,172
Bhubaneswar,Dehradun,16792,10,Train,1946,19,Zostel Premium,974,3.7,City Palace & Lake Cruise | Science Center & Planetarium | Historic Fort & Museum,324
Bhubaneswar,Lucknow,14765,4,Flight,10846,4,Blue Diamond Lodge,760,3.7,City Palace & Lake Cruise | Historic Fort & Museum | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Beachfront Promenade,915
Bhubaneswar,Coimbatore,5000,3,Train,1147,20,FabHotel Oasis,717,4.1,Science Center & Planetarium | Local Market & Food Tour | Botanical Gardens & Zoo | City Palace & Lake Cruise,468
Bhubaneswar,Amritsar,5428,4,Train,2429,24,Treebo Trend,898,3.8,Botanical Gardens & Zoo | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | City Palace & Lake Cruise,264
Bhubaneswar,Agra,10180,4,Train,2384,23,Zostel Premium,827,4.0,Hilltop Viewpoint Trek | Botanical Gardens & Zoo | Beachfront Promenade,183
Bhubaneswar,Kochi,13600,5,Train,1316,23,Blue Diamond Lodge,1058,3.6,Science Center & Planetarium | Botanical Gardens & Zoo | Ancient Temples Complex,189
Bhubaneswar,Patna,37420,4,Flight,9636,6,Comfort Inn,3679,4.3,Botanical Gardens & Zoo | Local Market & Food Tour | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Science Center & Planetarium | Historic Fort & Museum,1296
Bhubaneswar,Ahmedabad,4755,3,Train,876,28,FabHotel Oasis,963,3.5,Science Center & Planetarium | Beachfront Promenade | Art Gallery & Cultural Center,144
Bhubaneswar,Raipur,11310,4,Train,1180,9,Zostel Premium,1126,3.9,Local Market & Food Tour | City Palace & Lake Cruise | Art Gallery & Cultural Center,348
Bhubaneswar,Kochi,19438,2,Flight,7499,5,Ginger Eco Suites,2854,4.1,Botanical Gardens & Zoo | Historic Fort & Museum | Hilltop Viewpoint Trek,747
Bhubaneswar,Udaipur,28534,5,Flight,8398,4,Comfort Inn,1612,4.3,City Palace & Lake Cruise | Science Center & Planetarium | Historic Fort & Museum | Local Market & Food Tour | Beachfront Promenade,1545
Bhubaneswar,Chennai,11517,2,Train,2320,18,Ginger Eco Suites,2474,4.1,City Palace & Lake Cruise | Science Center & Planetarium | Art Gallery & Cultural Center | Botanical Gardens & Zoo,1184
Bhubaneswar,Jaipur,12478,3,Flight,10548,4,Treebo Trend,739,3.8,Botanical Gardens & Zoo | Science Center & Planetarium | Beachfront Promenade | Ancient Temples Complex | Local Market & Food Tour | Historic Fort & Museum,1260
Bhubaneswar,Hyderabad,16288,3,Flight,8527,5,FabHotel Oasis,1064,3.9,Historic Fort & Museum | Hilltop Viewpoint Trek | Local Market & Food Tour,486
Bhubaneswar,Chandigarh,13749,3,Flight,10720,4,Blue Diamond Lodge,772,3.6,Beachfront Promenade | Historic Fort & Museum | Botanical Gardens & Zoo | Art Gallery & Cultural Center,1308
Bhubaneswar,Ahmedabad,4665,2,Train,2299,22,Zostel Premium,794,4.0,Historic Fort & Museum | City Palace & Lake Cruise | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,232
Bhubaneswar,Pune,14706,4,Flight,6782,4,FabHotel Oasis,918,3.6,Science Center & Planetarium | Hilltop Viewpoint Trek | Historic Fort & Museum | Art Gallery & Cultural Center | Local Market & Food Tour,785
Bhubaneswar,Madurai,24176,4,Flight,10847,6,Comfort Inn,1560,4.1,Art Gallery & Cultural Center | Ancient Temples Complex | Botanical Gardens & Zoo,1119
Bhubaneswar,Hyderabad,12520,5,Train,1330,30,FabHotel Oasis,922,3.7,Art Gallery & Cultural Center | Science Center & Planetarium | Local Market & Food Tour | Botanical Gardens & Zoo | City Palace & Lake Cruise,355
Bhubaneswar,Jaipur,29990,5,Flight,8249,5,Sayaji Stay,2280,4.3,Ancient Temples Complex | Beachfront Promenade | City Palace & Lake Cruise,579
Bhubaneswar,Ranchi,4547,2,Train,360,5,Blue Diamond Lodge,1054,4.0,Science Center & Planetarium | Beachfront Promenade | Ancient Temples Complex | Botanical Gardens & Zoo,96
Bhubaneswar,Dehradun,15814,4,Flight,8259,3,Treebo Trend,931,3.6,Science Center & Planetarium | Beachfront Promenade | Hilltop Viewpoint Trek | Historic Fort & Museum | Botanical Gardens & Zoo,960
Bhubaneswar,Patna,9406,4,Train,1290,26,Blue Diamond Lodge,1086,3.9,Art Gallery & Cultural Center | Local Market & Food Tour | City Palace & Lake Cruise | Science Center & Planetarium | Historic Fort & Museum | Beachfront Promenade,702
Bhubaneswar,Ahmedabad,18001,3,Flight,8345,4,Comfort Inn,1729,4.0,Ancient Temples Complex | Hilltop Viewpoint Trek | Beachfront Promenade | Science Center & Planetarium | Local Market & Food Tour,2460
Bhubaneswar,Hyderabad,9350,6,Train,2249,24,Zostel Premium,607,3.7,Hilltop Viewpoint Trek | Science Center & Planetarium | City Palace & Lake Cruise | Historic Fort & Museum | Botanical Gardens & Zoo | Art Gallery & Cultural Center,528
Bhubaneswar,Surat,19221,2,Flight,5674,3,Sayaji Stay,3058,4.4,Beachfront Promenade | City Palace & Lake Cruise | Botanical Gardens & Zoo,948
Bhubaneswar,Jaipur,29046,5,Flight,7013,4,Ginger Eco Suites,1878,4.2,Local Market & Food Tour | Historic Fort & Museum | Art Gallery & Cultural Center | Ancient Temples Complex,1384
Bhubaneswar,Varanasi,12338,3,Flight,8676,5,Zostel Premium,618,4.0,Historic Fort & Museum | Beachfront Promenade | Science Center & Planetarium,450
Bhubaneswar,Jammu,9883,4,Train,847,18,FabHotel Oasis,1076,3.8,Botanical Gardens & Zoo | Beachfront Promenade | Local Market & Food Tour | Hilltop Viewpoint Trek,212
Bhubaneswar,Dehradun,41025,6,Train,2764,27,Ginger Eco Suites,2622,4.3,Local Market & Food Tour | City Palace & Lake Cruise | Science Center & Planetarium | Hilltop Viewpoint Trek,1044
Bhubaneswar,Guwahati,19171,3,Flight,8937,4,Zostel Premium,1444,3.7,Art Gallery & Cultural Center | Botanical Gardens & Zoo | Science Center & Planetarium,909
Bhubaneswar,Jammu,19405,7,Train,1846,17,FabHotel Oasis,1316,3.7,Botanical Gardens & Zoo | Historic Fort & Museum | Hilltop Viewpoint Trek | Ancient Temples Complex,304
Bhubaneswar,Chandigarh,8936,2,Flight,10021,3,Zostel Premium,795,3.7,Hilltop Viewpoint Trek | Ancient Temples Complex | City Palace & Lake Cruise | Botanical Gardens & Zoo,1928
Bhubaneswar,Madurai,12208,3,Flight,5850,4,Blue Diamond Lodge,1070,3.7,Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Local Market & Food Tour | Science Center & Planetarium,1948
Bhubaneswar,Kochi,12205,5,Train,1211,26,Zostel Premium,1082,3.9,Beachfront Promenade | Local Market & Food Tour | Historic Fort & Museum | City Palace & Lake Cruise,240
Bhubaneswar,Patna,25228,6,Flight,10098,6,Zostel Premium,1131,3.6,Local Market & Food Tour | Hilltop Viewpoint Trek | Ancient Temples Complex | City Palace & Lake Cruise | Science Center & Planetarium | Beachfront Promenade,2358
Bhubaneswar,Pune,4912,3,Train,1113,24,Treebo Trend,678,3.7,Art Gallery & Cultural Center | Local Market & Food Tour | Ancient Temples Complex | Historic Fort & Museum | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,426
Bhubaneswar,Ahmedabad,13638,2,Flight,6730,5,Ginger Eco Suites,1622,4.3,Art Gallery & Cultural Center | Science Center & Planetarium | Historic Fort & Museum | Ancient Temples Complex,1652
Bhubaneswar,Shimla,14092,5,Train,1642,17,FabHotel Oasis,1027,4.1,Botanical Gardens & Zoo | Historic Fort & Museum | Hilltop Viewpoint Trek,273
Bhubaneswar,Lucknow,10814,3,Flight,9156,6,Treebo Trend,742,3.8,Beachfront Promenade | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,690
Bhubaneswar,Udaipur,7080,3,Train,2442,16,Treebo Trend,785,4.0,Botanical Gardens & Zoo | Science Center & Planetarium | Hilltop Viewpoint Trek,309
Bhubaneswar,Bengaluru,16636,4,Flight,5357,5,FabHotel Oasis,1420,3.9,City Palace & Lake Cruise | Botanical Gardens & Zoo | Beachfront Promenade | Ancient Temples Complex,1972
Bhubaneswar,Ranchi,14720,6,Train,451,10,FabHotel Oasis,1155,3.7,Art Gallery & Cultural Center | Science Center & Planetarium | Botanical Gardens & Zoo,183
Bhubaneswar,Shimla,12007,3,Flight,9931,5,Zostel Premium,639,3.7,Art Gallery & Cultural Center | Local Market & Food Tour | Ancient Temples Complex | City Palace & Lake Cruise,1992
Bhubaneswar,Bhopal,10948,2,Train,3105,23,Ginger Eco Suites,1734,4.3,Local Market & Food Tour | Art Gallery & Cultural Center | Botanical Gardens & Zoo,1356
Bhubaneswar,Bhopal,4770,3,Train,1014,22,FabHotel Oasis,944,3.8,Local Market & Food Tour | Historic Fort & Museum | Art Gallery & Cultural Center,357
Bhubaneswar,Hyderabad,24126,4,Train,1704,17,Sayaji Stay,2576,4.1,Ancient Temples Complex | Historic Fort & Museum | City Palace & Lake Cruise | Art Gallery & Cultural Center,672
Bhubaneswar,Dehradun,7583,3,Train,1471,23,FabHotel Oasis,872,4.1,Local Market & Food Tour | Botanical Gardens & Zoo | Beachfront Promenade | Hilltop Viewpoint Trek | Ancient Temples Complex | Art Gallery & Cultural Center,138
Bhubaneswar,Pune,9573,4,Train,2243,25,Zostel Premium,914,4.0,Historic Fort & Museum | Beachfront Promenade | Ancient Temples Complex | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,522
Bhubaneswar,Lucknow,8987,2,Flight,8339,3,Blue Diamond Lodge,688,3.7,City Palace & Lake Cruise | Hilltop Viewpoint Trek | Historic Fort & Museum | Ancient Temples Complex,1708
Bhubaneswar,Jaipur,15367,4,Flight,6627,5,Zostel Premium,978,3.5,Botanical Gardens & Zoo | City Palace & Lake Cruise | Hilltop Viewpoint Trek | Science Center & Planetarium,696
Bhubaneswar,Jaipur,22570,6,Train,2793,24,Sayaji Stay,1756,4.2,Art Gallery & Cultural Center | Ancient Temples Complex | City Palace & Lake Cruise | Hilltop Viewpoint Trek,1236
Bhubaneswar,Jaipur,5618,4,Train,1030,20,Treebo Trend,644,3.5,City Palace & Lake Cruise | Historic Fort & Museum | Beachfront Promenade | Hilltop Viewpoint Trek,408
Bhubaneswar,Udaipur,10140,4,Train,1757,30,Zostel Premium,1134,3.5,Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Local Market & Food Tour | Beachfront Promenade,355
Bhubaneswar,Vadodara,34577,6,Train,2213,18,Sayaji Stay,2959,4.0,Art Gallery & Cultural Center | City Palace & Lake Cruise | Botanical Gardens & Zoo,1050
Bhubaneswar,Guwahati,25076,6,Train,2634,16,Blue Diamond Lodge,1496,3.9,Beachfront Promenade | Science Center & Planetarium | Historic Fort & Museum,549
Bhubaneswar,Kochi,8110,6,Train,2388,19,FabHotel Oasis,762,4.0,Hilltop Viewpoint Trek | City Palace & Lake Cruise | Ancient Temples Complex,306
Bhubaneswar,Ahmedabad,15762,6,Train,1458,17,Treebo Trend,1226,3.5,Beachfront Promenade | Art Gallery & Cultural Center | City Palace & Lake Cruise,219
Bhubaneswar,Ahmedabad,10957,3,Flight,9148,3,Zostel Premium,627,4.0,Science Center & Planetarium | Art Gallery & Cultural Center | Ancient Temples Complex,522
Bhubaneswar,Guwahati,17232,3,Flight,8451,4,Comfort Inn,1521,4.2,Botanical Gardens & Zoo | Beachfront Promenade | Hilltop Viewpoint Trek | Ancient Temples Complex | Art Gallery & Cultural Center | Local Market & Food Tour,1500
Bhubaneswar,Bhopal,28317,7,Train,1606,17,Ginger Eco Suites,2010,3.9,Beachfront Promenade | Science Center & Planetarium | City Palace & Lake Cruise | Local Market & Food Tour,1208
Bhubaneswar,Coimbatore,16033,4,Flight,7407,3,FabHotel Oasis,891,3.9,Beachfront Promenade | Ancient Temples Complex | Botanical Gardens & Zoo,714
Bhubaneswar,Visakhapatnam,18878,7,Train,898,6,Zostel Premium,1331,3.8,Ancient Temples Complex | Science Center & Planetarium | Art Gallery & Cultural Center,243
Bhubaneswar,Udaipur,23359,4,Flight,5390,6,Comfort Inn,2262,4.3,Hilltop Viewpoint Trek | Local Market & Food Tour | City Palace & Lake Cruise,1470
Bhubaneswar,Chandigarh,4739,2,Train,1414,24,Blue Diamond Lodge,813,4.0,City Palace & Lake Cruise | Art Gallery & Cultural Center | Local Market & Food Tour | Ancient Temples Complex,148
Bhubaneswar,Surat,4671,2,Train,1205,30,Blue Diamond Lodge,934,4.0,Botanical Gardens & Zoo | Art Gallery & Cultural Center | Science Center & Planetarium,240
Bhubaneswar,Hyderabad,4828,2,Train,2063,22,Blue Diamond Lodge,805,3.7,Ancient Temples Complex | Historic Fort & Museum | Science Center & Planetarium | Art Gallery & Cultural Center,224
Bhubaneswar,Bhopal,6727,4,Train,1695,23,Blue Diamond Lodge,676,3.9,Ancient Temples Complex | Hilltop Viewpoint Trek | Beachfront Promenade,345
Bhubaneswar,Bengaluru,8149,2,Flight,8495,4,Blue Diamond Lodge,755,4.0,Botanical Gardens & Zoo | Historic Fort & Museum | City Palace & Lake Cruise | Beachfront Promenade,900
Bhubaneswar,Bengaluru,13250,5,Train,1894,24,Treebo Trend,945,3.6,City Palace & Lake Cruise | Science Center & Planetarium | Beachfront Promenade,297
Bhubaneswar,Surat,37839,6,Flight,8009,3,Comfort Inn,2227,4.3,Beachfront Promenade | Local Market & Food Tour | Botanical Gardens & Zoo | City Palace & Lake Cruise | Art Gallery & Cultural Center | Hilltop Viewpoint Trek,1128
Bhubaneswar,Amritsar,7446,5,Train,1253,16,Treebo Trend,909,3.9,Local Market & Food Tour | City Palace & Lake Cruise | Historic Fort & Museum | Ancient Temples Complex,84
